id,time,YITmean,YITmedian,date,Shooter,points for game,Home Team,Away Team,home,differenceinranking,differenceinwin,DifferenceAVGrebounds,differenceFGATT
1,1,1,1,11/9/2016,A.J. Hammons,7,GSW,DAL,0,21,-41.5,-5.8,-3.1
1,2,0,0,11/23/2016,A.J. Hammons,0,DAL,LAC,1,17,-22,-4.4,-0.5
1,3,0,0,11/25/2016,A.J. Hammons,0,CLE,DAL,0,17,-22,-5.1,-0.3
1,4,1,1,12/3/2016,A.J. Hammons,2,DAL,CHI,1,7,-9.8,-7.7,-1.1
1,5,0,0,12/7/2016,A.J. Hammons,0,DAL,SAC,1,-1,1.2,-2.5,-0.3
1,6,1,1,12/12/2016,A.J. Hammons,3,DAL,DEN,1,4,-8.6,-7.8,-0.2
1,7,1,1,12/16/2016,A.J. Hammons,3,UTA,DAL,0,17,-22,-4.6,-1.3
1,8,0,0,12/18/2016,A.J. Hammons,0,DAL,SAC,1,-1,1.2,-2.5,-0.3
1,9,1,1,12/19/2016,A.J. Hammons,5,DEN,DAL,0,4,-8.6,-7.8,-0.2
1,10,1,1,12/30/2016,A.J. Hammons,2,GSW,DAL,0,21,-41.5,-5.8,-3.1
1,11,1,1,4/4/2017,A.J. Hammons,7,SAC,DAL,0,-1,1.2,-2.5,-0.3
1,12,0,0,4/7/2017,A.J. Hammons,0,DAL,SAS,1,20,-34.2,-5.3,-2.2
1,13,1,1,4/9/2017,A.J. Hammons,4,PHX,DAL,0,-7,10.9,-6.4,-1.2
1,14,0,0,4/11/2017,A.J. Hammons,0,DAL,DEN,1,4,-8.6,-7.8,-0.2
1,15,1,1,4/12/2017,A.J. Hammons,6,MEM,DAL,0,11,-12.2,-4.2,-0.5
2,1,1,1,11/1/2016,Aaron Brooks,7,IND,LAL,1,-15,19.5,-1.5,1.1
2,2,1,1,11/3/2016,Aaron Brooks,8,MIL,IND,0,0,0,1.6,-0.3
2,3,1,1,11/5/2016,Aaron Brooks,10,IND,CHI,1,-2,1.2,-4.3,0.2
2,4,0,0,11/7/2016,Aaron Brooks,2,CHA,IND,0,-7,7.3,-1.6,0.2
2,5,0,0,11/9/2016,Aaron Brooks,2,IND,PHI,1,-14,17.1,-0.8,-0.1
2,6,0,0,11/11/2016,Aaron Brooks,2,PHI,IND,0,-14,17.1,-0.8,-0.1
2,7,1,1,11/12/2016,Aaron Brooks,8,IND,BOS,1,9,-13.4,0,0.9
2,8,1,0,11/14/2016,Aaron Brooks,5,IND,ORL,1,-13,15.8,-1.2,0.2
2,9,1,1,11/16/2016,Aaron Brooks,9,IND,CLE,1,8,-11,-1.7,1
2,10,0,0,11/18/2016,Aaron Brooks,4,IND,PHX,1,-16,21.9,-3,0.1
2,11,1,1,11/20/2016,Aaron Brooks,10,OKL,IND,0,3,-6.1,-4.6,0
2,12,1,1,11/21/2016,Aaron Brooks,7,IND,GSW,1,12,-30.5,-2.4,-1.8
2,13,0,0,11/23/2016,Aaron Brooks,4,IND,ATL,1,2,-1.2,-2.3,0.2
2,14,1,0,11/25/2016,Aaron Brooks,5,IND,BRO,1,-17,26.8,-1.9,0.3
2,15,1,0,11/27/2016,Aaron Brooks,6,IND,LAC,1,8,-11,-1,0.8
2,16,1,1,11/30/2016,Aaron Brooks,15,POR,IND,0,-2,1.2,-1.7,0
2,17,0,0,12/4/2016,Aaron Brooks,0,LAC,IND,0,8,-11,-1,0.8
2,18,0,0,12/5/2016,Aaron Brooks,0,GSW,IND,0,12,-30.5,-2.4,-1.8
2,19,0,0,12/7/2016,Aaron Brooks,0,PHX,IND,0,-16,21.9,-3,0.1
2,20,0,0,12/9/2016,Aaron Brooks,3,DAL,IND,0,-9,11,3.4,1.3
2,21,0,0,12/10/2016,Aaron Brooks,2,IND,POR,1,-2,1.2,-1.7,0
2,22,1,0,12/12/2016,Aaron Brooks,5,IND,CHA,1,-7,7.3,-1.6,0.2
2,23,0,0,12/14/2016,Aaron Brooks,4,MIA,IND,0,-2,1.2,-1.6,-0.7
2,24,0,0,12/15/2016,Aaron Brooks,0,NOP,IND,0,-8,9.7,-1.7,-0.5
2,25,1,0,12/17/2016,Aaron Brooks,6,DET,IND,0,-6,6.1,-3.7,1.2
2,26,0,0,12/19/2016,Aaron Brooks,0,IND,WAS,1,4,-8.6,-0.9,0.9
2,27,0,0,12/20/2016,Aaron Brooks,4,NYK,IND,0,-11,13.4,-3.2,-0.5
2,28,0,0,12/22/2016,Aaron Brooks,0,IND,BOS,1,9,-13.4,0,0.9
2,29,1,1,12/26/2016,Aaron Brooks,15,CHI,IND,0,-2,1.2,-4.3,0.2
2,30,0,0,12/28/2016,Aaron Brooks,0,WAS,IND,0,4,-8.6,-0.9,0.9
2,31,1,1,12/30/2016,Aaron Brooks,8,IND,CHI,1,-2,1.2,-4.3,0.2
2,32,1,1,1/1/2017,Aaron Brooks,14,IND,ORL,1,-13,15.8,-1.2,0.2
2,33,0,0,1/3/2017,Aaron Brooks,3,DET,IND,0,-6,6.1,-3.7,1.2
2,34,1,1,1/5/2017,Aaron Brooks,9,IND,BRO,1,-17,26.8,-1.9,0.3
2,35,0,0,1/7/2017,Aaron Brooks,2,IND,NYK,1,-11,13.4,-3.2,-0.5
2,36,1,1,1/12/2017,Aaron Brooks,14,DEN,IND,0,-5,2.4,-4.4,1.1
2,37,0,0,1/16/2017,Aaron Brooks,2,IND,NOP,1,-8,9.7,-1.7,-0.5
2,38,0,0,1/18/2017,Aaron Brooks,3,SAC,IND,0,-10,12.2,0.9,1
2,39,0,0,1/20/2017,Aaron Brooks,3,LAL,IND,0,-15,19.5,-1.5,1.1
2,40,0,0,1/21/2017,Aaron Brooks,2,UTA,IND,0,8,-11,-1.2,0
2,41,0,0,1/26/2017,Aaron Brooks,0,MIN,IND,0,-11,13.4,-0.4,0.5
2,42,0,0,1/27/2017,Aaron Brooks,0,IND,SAC,1,-10,12.2,0.9,1
2,43,0,0,1/29/2017,Aaron Brooks,2,IND,HOU,1,10,-15.9,-2.4,0.7
2,44,1,0,2/3/2017,Aaron Brooks,5,BRO,IND,0,-17,26.8,-1.9,0.3
2,45,1,0,2/4/2017,Aaron Brooks,5,IND,DET,1,-6,6.1,-3.7,1.2
2,46,0,0,2/15/2017,Aaron Brooks,3,CLE,IND,0,8,-11,-1.7,1
2,47,0,0,2/24/2017,Aaron Brooks,0,IND,MEM,1,2,-1.2,-0.8,0.8
2,48,0,0,3/6/2017,Aaron Brooks,2,CHA,IND,0,-7,7.3,-1.6,0.2
2,49,1,0,3/19/2017,Aaron Brooks,5,TOR,IND,0,8,-11,-1.3,0.1
2,50,0,0,3/20/2017,Aaron Brooks,0,IND,UTA,1,8,-11,-1.2,0
2,51,0,0,3/22/2017,Aaron Brooks,2,BOS,IND,0,9,-13.4,0,0.9
2,52,1,1,3/24/2017,Aaron Brooks,11,IND,DEN,1,-5,2.4,-4.4,1.1
2,53,1,1,3/26/2017,Aaron Brooks,8,IND,PHI,1,-14,17.1,-0.8,-0.1
2,54,0,0,3/28/2017,Aaron Brooks,0,IND,MIN,1,-11,13.4,-0.4,0.5
2,55,1,1,3/29/2017,Aaron Brooks,16,MEM,IND,0,2,-1.2,-0.8,0.8
2,56,1,1,3/31/2017,Aaron Brooks,9,TOR,IND,0,8,-11,-1.3,0.1
2,57,0,0,4/2/2017,Aaron Brooks,0,CLE,IND,0,8,-11,-1.7,1
2,58,0,0,4/4/2017,Aaron Brooks,3,IND,TOR,1,8,-11,-1.3,0.1
2,59,1,1,4/6/2017,Aaron Brooks,8,IND,MIL,1,0,0,1.6,-0.3
2,60,0,0,4/8/2017,Aaron Brooks,0,ORL,IND,0,-13,15.8,-1.2,0.2
2,61,0,0,4/10/2017,Aaron Brooks,3,PHI,IND,0,-14,17.1,-0.8,-0.1
2,62,1,0,4/12/2017,Aaron Brooks,5,IND,ATL,1,2,-1.2,-2.3,0.2
3,1,1,1,10/26/2016,Aaron Gordon,12,ORL,MIA,1,11,-14.6,-0.4,-0.9
3,2,1,1,10/28/2016,Aaron Gordon,13,DET,ORL,0,7,-9.7,-2.5,1
3,3,0,0,10/29/2016,Aaron Gordon,7,CLE,ORL,0,21,-26.8,-0.5,0.8
3,4,0,0,11/1/2016,Aaron Gordon,6,PHI,ORL,0,-1,1.3,0.4,-0.3
3,5,1,1,11/3/2016,Aaron Gordon,11,ORL,SAC,1,3,-3.6,2.1,0.8
3,6,0,0,11/5/2016,Aaron Gordon,8,ORL,WAS,1,17,-24.4,0.3,0.7
3,7,1,1,11/7/2016,Aaron Gordon,13,CHI,ORL,0,11,-14.6,-3.1,0
3,8,0,0,11/9/2016,Aaron Gordon,4,ORL,MIN,1,2,-2.4,0.8,0.3
3,9,0,0,11/11/2016,Aaron Gordon,8,ORL,UTA,1,21,-26.8,0,-0.2
3,10,1,1,11/13/2016,Aaron Gordon,11,OKL,ORL,0,16,-21.9,-3.4,-0.2
3,11,1,1,11/14/2016,Aaron Gordon,11,IND,ORL,0,13,-15.8,1.2,-0.2
3,12,0,0,11/16/2016,Aaron Gordon,9,ORL,NOP,1,5,-6.1,-0.5,-0.7
3,13,0,0,11/19/2016,Aaron Gordon,5,ORL,DAL,1,4,-4.8,4.6,1.1
3,14,0,0,11/21/2016,Aaron Gordon,2,MIL,ORL,0,13,-15.8,2.8,-0.5
3,15,0,0,11/23/2016,Aaron Gordon,9,ORL,PHX,1,-3,6.1,-1.8,-0.1
3,16,0,0,11/25/2016,Aaron Gordon,9,ORL,WAS,1,17,-24.4,0.3,0.7
3,17,0,0,11/27/2016,Aaron Gordon,0,ORL,MIL,1,13,-15.8,2.8,-0.5
3,18,1,1,11/29/2016,Aaron Gordon,11,SAS,ORL,0,24,-39,-0.7,-1.1
3,19,0,0,12/1/2016,Aaron Gordon,6,MEM,ORL,0,15,-17,0.4,0.6
3,20,1,1,12/2/2016,Aaron Gordon,20,PHI,ORL,0,-1,1.3,0.4,-0.3
3,21,0,0,12/4/2016,Aaron Gordon,8,DET,ORL,0,7,-9.7,-2.5,1
3,22,0,0,12/6/2016,Aaron Gordon,9,WAS,ORL,0,17,-24.4,0.3,0.7
3,23,0,0,12/7/2016,Aaron Gordon,5,ORL,BOS,1,22,-29.2,1.2,0.7
3,24,0,0,12/9/2016,Aaron Gordon,9,CHA,ORL,0,6,-8.5,-0.4,0
3,25,0,0,12/10/2016,Aaron Gordon,9,ORL,DEN,1,8,-13.4,-3.2,0.9
3,26,0,0,12/13/2016,Aaron Gordon,7,ATL,ORL,0,15,-17,-1.1,0
3,27,1,1,12/14/2016,Aaron Gordon,30,ORL,LAC,1,21,-26.8,0.2,0.6
3,28,0,0,12/16/2016,Aaron Gordon,9,ORL,BRO,1,-4,11,-0.7,0.1
3,29,0,0,12/18/2016,Aaron Gordon,7,ORL,TOR,1,21,-26.8,-0.1,-0.1
3,30,0,0,12/20/2016,Aaron Gordon,9,MIA,ORL,0,11,-14.6,-0.4,-0.9
3,31,0,0,12/22/2016,Aaron Gordon,6,NYK,ORL,0,2,-2.4,-2,-0.7
3,32,0,0,12/23/2016,Aaron Gordon,7,ORL,LAL,1,-2,3.7,-0.3,0.9
3,33,1,1,12/26/2016,Aaron Gordon,26,ORL,MEM,1,15,-17,0.4,0.6
3,34,0,0,12/28/2016,Aaron Gordon,2,ORL,CHA,1,6,-8.5,-0.4,0
3,35,0,0,1/1/2017,Aaron Gordon,9,IND,ORL,0,13,-15.8,1.2,-0.2
3,36,1,1,1/2/2017,Aaron Gordon,19,NYK,ORL,0,2,-2.4,-2,-0.7
3,37,1,1,1/4/2017,Aaron Gordon,14,ORL,ATL,1,15,-17,-1.1,0
3,38,1,1,1/6/2017,Aaron Gordon,16,ORL,HOU,1,23,-31.7,-1.2,0.5
3,39,0,0,1/8/2017,Aaron Gordon,0,LAL,ORL,0,-2,3.7,-0.3,0.9
3,40,1,1,1/11/2017,Aaron Gordon,26,LAC,ORL,0,21,-26.8,0.2,0.6
3,41,0,0,1/13/2017,Aaron Gordon,4,POR,ORL,0,11,-14.6,-0.5,-0.2
3,42,1,1,1/14/2017,Aaron Gordon,19,UTA,ORL,0,21,-26.8,0,-0.2
3,43,0,0,1/16/2017,Aaron Gordon,4,DEN,ORL,0,8,-13.4,-3.2,0.9
3,44,1,1,1/18/2017,Aaron Gordon,13,NOP,ORL,0,5,-6.1,-0.5,-0.7
3,45,1,1,1/20/2017,Aaron Gordon,14,ORL,MIL,1,13,-15.8,2.8,-0.5
3,46,0,0,1/22/2017,Aaron Gordon,8,ORL,GSW,1,25,-46.3,-1.2,-2
3,47,1,1,1/24/2017,Aaron Gordon,11,ORL,CHI,1,11,-14.6,-3.1,0
3,48,0,0,1/27/2017,Aaron Gordon,9,BOS,ORL,0,22,-29.2,1.2,0.7
3,49,0,0,1/29/2017,Aaron Gordon,7,TOR,ORL,0,21,-26.8,-0.1,-0.1
3,50,0,0,1/30/2017,Aaron Gordon,9,MIN,ORL,0,2,-2.4,0.8,0.3
3,51,0,0,2/1/2017,Aaron Gordon,6,ORL,IND,1,13,-15.8,1.2,-0.2
3,52,0,0,2/3/2017,Aaron Gordon,0,ORL,TOR,1,21,-26.8,-0.1,-0.1
3,53,1,1,2/4/2017,Aaron Gordon,11,ATL,ORL,0,15,-17,-1.1,0
3,54,0,0,2/7/2017,Aaron Gordon,7,HOU,ORL,0,23,-31.7,-1.2,0.5
3,55,0,0,2/13/2017,Aaron Gordon,6,MIA,ORL,0,11,-14.6,-0.4,-0.9
3,56,0,0,2/15/2017,Aaron Gordon,6,ORL,SAS,1,24,-39,-0.7,-1.1
3,57,0,0,2/23/2017,Aaron Gordon,8,ORL,POR,1,11,-14.6,-0.5,-0.2
3,58,1,1,2/25/2017,Aaron Gordon,14,ORL,ATL,1,15,-17,-1.1,0
3,59,0,0,3/1/2017,Aaron Gordon,8,ORL,NYK,1,2,-2.4,-2,-0.7
3,60,1,1,3/3/2017,Aaron Gordon,19,ORL,MIA,1,11,-14.6,-0.4,-0.9
3,61,1,1,3/5/2017,Aaron Gordon,11,WAS,ORL,0,17,-24.4,0.3,0.7
3,62,1,1,3/6/2017,Aaron Gordon,17,ORL,NYK,1,2,-2.4,-2,-0.7
3,63,0,0,3/8/2017,Aaron Gordon,8,ORL,CHI,1,11,-14.6,-3.1,0
3,64,1,1,3/10/2017,Aaron Gordon,16,CHA,ORL,0,6,-8.5,-0.4,0
3,65,1,1,3/11/2017,Aaron Gordon,12,ORL,CLE,1,21,-26.8,-0.5,0.8
3,66,1,1,3/13/2017,Aaron Gordon,14,SAC,ORL,0,3,-3.6,2.1,0.8
3,67,0,0,3/16/2017,Aaron Gordon,4,GSW,ORL,0,25,-46.3,-1.2,-2
3,68,1,1,3/17/2017,Aaron Gordon,15,PHX,ORL,0,-3,6.1,-1.8,-0.1
3,69,0,0,3/20/2017,Aaron Gordon,8,ORL,PHI,1,-1,1.3,0.4,-0.3
3,70,0,0,3/22/2017,Aaron Gordon,7,ORL,CHA,1,6,-8.5,-0.4,0
3,71,1,1,3/24/2017,Aaron Gordon,16,ORL,DET,1,7,-9.7,-2.5,1
3,72,1,1,3/27/2017,Aaron Gordon,14,TOR,ORL,0,21,-26.8,-0.1,-0.1
3,73,1,1,3/29/2017,Aaron Gordon,11,ORL,OKL,1,16,-21.9,-3.4,-0.2
3,74,1,1,3/31/2017,Aaron Gordon,25,BOS,ORL,0,22,-29.2,1.2,0.7
3,75,1,1,4/1/2017,Aaron Gordon,22,BRO,ORL,0,-4,11,-0.7,0.1
3,76,1,1,4/4/2017,Aaron Gordon,12,CLE,ORL,0,21,-26.8,-0.5,0.8
3,77,1,1,4/6/2017,Aaron Gordon,18,ORL,BRO,1,-4,11,-0.7,0.1
3,78,1,1,4/8/2017,Aaron Gordon,15,ORL,IND,1,13,-15.8,1.2,-0.2
4,1,0,0,11/7/2016,Aaron Harrison,0,CHA,IND,1,7,-7.3,1.6,-0.2
4,2,0,0,11/21/2016,Aaron Harrison,0,CHA,MEM,1,9,-8.5,0.8,0.6
4,3,0,0,11/28/2016,Aaron Harrison,0,MEM,CHA,0,9,-8.5,0.8,0.6
4,4,0,0,11/29/2016,Aaron Harrison,0,CHA,DET,1,1,-1.2,-2.1,1
5,1,1,0,11/5/2016,Adreian Payne,4,OKL,MIN,0,14,-19.5,-4.2,-0.5
5,2,0,0,11/9/2016,Adreian Payne,0,ORL,MIN,0,-2,2.4,-0.8,-0.3
5,3,1,1,11/13/2016,Adreian Payne,10,MIN,LAL,1,-4,6.1,-1.1,0.6
5,4,1,0,11/15/2016,Adreian Payne,4,MIN,CHA,1,4,-6.1,-1.2,-0.3
5,5,1,0,11/17/2016,Adreian Payne,4,MIN,PHI,1,-3,3.7,-0.4,-0.6
5,6,1,0,11/19/2016,Adreian Payne,4,MEM,MIN,0,13,-14.6,-0.4,0.3
5,7,1,1,11/23/2016,Adreian Payne,6,NOP,MIN,0,3,-3.7,-1.3,-1
5,8,1,0,12/9/2016,Adreian Payne,2,MIN,DET,1,5,-7.3,-3.3,0.7
5,9,1,0,12/11/2016,Adreian Payne,2,MIN,GSW,1,23,-43.9,-2,-2.3
5,10,0,0,12/25/2016,Adreian Payne,0,OKL,MIN,0,14,-19.5,-4.2,-0.5
5,11,0,0,2/1/2017,Adreian Payne,0,CLE,MIN,0,19,-24.4,-1.3,0.5
5,12,1,0,3/25/2017,Adreian Payne,2,POR,MIN,0,9,-12.2,-1.3,-0.5
5,13,1,0,4/1/2017,Adreian Payne,4,MIN,SAC,1,1,-1.2,1.3,0.5
5,14,1,1,4/4/2017,Adreian Payne,7,GSW,MIN,0,23,-43.9,-2,-2.3
5,15,0,0,4/6/2017,Adreian Payne,0,POR,MIN,0,9,-12.2,-1.3,-0.5
6,1,0,0,10/26/2016,Al Horford,11,BOS,BRO,1,-26,40.2,-1.9,-0.6
6,2,0,0,10/27/2016,Al Horford,8,CHI,BOS,0,-11,14.6,-4.3,-0.7
6,3,1,1,10/29/2016,Al Horford,13,CHA,BOS,0,-16,20.7,-1.6,-0.7
6,4,1,1,11/19/2016,Al Horford,16,DET,BOS,0,-15,19.5,-3.7,0.3
6,5,1,1,11/21/2016,Al Horford,20,MIN,BOS,0,-20,26.8,-0.4,-0.4
6,6,1,1,11/23/2016,Al Horford,17,BRO,BOS,0,-26,40.2,-1.9,-0.6
6,7,1,0,11/25/2016,Al Horford,12,BOS,SAS,1,2,-9.8,-1.9,-1.8
6,8,0,0,11/30/2016,Al Horford,7,BOS,DET,1,-15,19.5,-3.7,0.3
6,9,1,1,12/2/2016,Al Horford,24,BOS,SAC,1,-19,25.6,0.9,0.1
6,10,0,0,12/3/2016,Al Horford,9,PHI,BOS,0,-23,30.5,-0.8,-1
6,11,1,1,12/5/2016,Al Horford,19,HOU,BOS,0,1,-2.5,-2.4,-0.2
6,12,0,0,12/7/2016,Al Horford,6,ORL,BOS,0,-22,29.2,-1.2,-0.7
6,13,1,1,12/9/2016,Al Horford,13,BOS,TOR,1,-1,2.4,-1.3,-0.8
6,14,1,1,12/11/2016,Al Horford,19,OKL,BOS,0,-6,7.3,-4.6,-0.9
6,15,0,0,12/14/2016,Al Horford,9,SAS,BOS,0,2,-9.8,-1.9,-1.8
6,16,1,0,12/16/2016,Al Horford,12,BOS,CHA,1,-16,20.7,-1.6,-0.7
6,17,1,1,12/18/2016,Al Horford,14,MIA,BOS,0,-11,14.6,-1.6,-1.6
6,18,1,1,12/20/2016,Al Horford,17,MEM,BOS,0,-7,12.2,-0.8,-0.1
6,19,0,0,12/22/2016,Al Horford,6,IND,BOS,0,-9,13.4,0,-0.9
6,20,1,1,12/23/2016,Al Horford,19,BOS,OKL,1,-6,7.3,-4.6,-0.9
6,21,1,1,12/25/2016,Al Horford,15,NYK,BOS,0,-20,26.8,-3.2,-1.4
6,22,0,0,12/27/2016,Al Horford,11,BOS,MEM,1,-7,12.2,-0.8,-0.1
6,23,0,0,12/29/2016,Al Horford,6,CLE,BOS,0,-1,2.4,-1.7,0.1
6,24,1,1,12/30/2016,Al Horford,19,BOS,MIA,1,-11,14.6,-1.6,-1.6
6,25,1,1,1/3/2017,Al Horford,21,BOS,UTA,1,-1,2.4,-1.2,-0.9
6,26,1,1,1/6/2017,Al Horford,18,BOS,PHI,1,-23,30.5,-0.8,-1
6,27,0,0,1/7/2017,Al Horford,7,BOS,NOP,1,-17,23.1,-1.7,-1.4
6,28,1,0,1/10/2017,Al Horford,12,TOR,BOS,0,-1,2.4,-1.3,-0.8
6,29,1,1,1/11/2017,Al Horford,16,BOS,WAS,1,-5,4.8,-0.9,0
6,30,0,0,1/13/2017,Al Horford,10,ATL,BOS,0,-7,12.2,-2.3,-0.7
6,31,1,1,1/16/2017,Al Horford,17,BOS,CHA,1,-16,20.7,-1.6,-0.7
6,32,0,0,1/18/2017,Al Horford,5,BOS,NYK,1,-20,26.8,-3.2,-1.4
6,33,1,1,1/21/2017,Al Horford,14,BOS,POR,1,-11,14.6,-1.7,-0.9
6,34,1,1,1/24/2017,Al Horford,20,WAS,BOS,0,-5,4.8,-0.9,0
6,35,1,1,1/25/2017,Al Horford,20,BOS,HOU,1,1,-2.5,-2.4,-0.2
6,36,1,1,1/30/2017,Al Horford,13,BOS,DET,1,-15,19.5,-3.7,0.3
6,37,0,0,2/1/2017,Al Horford,9,BOS,TOR,1,-1,2.4,-1.3,-0.8
6,38,0,0,2/3/2017,Al Horford,9,BOS,LAL,1,-24,32.9,-1.5,0.2
6,39,0,0,2/5/2017,Al Horford,11,BOS,LAC,1,-1,2.4,-1,-0.1
6,40,0,0,2/8/2017,Al Horford,9,SAC,BOS,0,-19,25.6,0.9,0.1
6,41,0,0,2/9/2017,Al Horford,11,POR,BOS,0,-11,14.6,-1.7,-0.9
6,42,1,1,2/11/2017,Al Horford,14,UTA,BOS,0,-1,2.4,-1.2,-0.9
6,43,0,0,2/13/2017,Al Horford,11,DAL,BOS,0,-18,24.4,3.4,0.4
6,44,0,0,2/15/2017,Al Horford,10,BOS,PHI,1,-23,30.5,-0.8,-1
6,45,0,0,2/16/2017,Al Horford,7,CHI,BOS,0,-11,14.6,-4.3,-0.7
6,46,0,0,2/24/2017,Al Horford,6,TOR,BOS,0,-1,2.4,-1.3,-0.8
6,47,0,0,2/26/2017,Al Horford,4,DET,BOS,0,-15,19.5,-3.7,0.3
6,48,0,0,2/27/2017,Al Horford,6,BOS,ATL,1,-7,12.2,-2.3,-0.7
6,49,0,0,3/1/2017,Al Horford,7,BOS,CLE,1,-1,2.4,-1.7,0.1
6,50,1,1,3/3/2017,Al Horford,17,LAL,BOS,0,-24,32.9,-1.5,0.2
6,51,0,0,3/8/2017,Al Horford,9,GSW,BOS,0,3,-17.1,-2.4,-2.7
6,52,1,1,3/10/2017,Al Horford,15,DEN,BOS,0,-14,15.8,-4.4,0.2
6,53,1,0,3/12/2017,Al Horford,12,BOS,CHI,1,-11,14.6,-4.3,-0.7
6,54,1,1,3/15/2017,Al Horford,19,BOS,MIN,1,-20,26.8,-0.4,-0.4
6,55,1,1,3/17/2017,Al Horford,13,BRO,BOS,0,-26,40.2,-1.9,-0.6
6,56,1,1,3/19/2017,Al Horford,23,PHI,BOS,0,-23,30.5,-0.8,-1
6,57,1,0,3/20/2017,Al Horford,12,BOS,WAS,1,-5,4.8,-0.9,0
6,58,0,0,3/22/2017,Al Horford,11,BOS,IND,1,-9,13.4,0,-0.9
6,59,1,1,3/24/2017,Al Horford,14,BOS,PHX,1,-25,35.3,-3,-0.8
6,60,0,0,3/26/2017,Al Horford,4,BOS,MIA,1,-11,14.6,-1.6,-1.6
6,61,0,0,3/29/2017,Al Horford,11,BOS,MIL,1,-9,13.4,1.6,-1.2
6,62,0,0,3/31/2017,Al Horford,8,BOS,ORL,1,-22,29.2,-1.2,-0.7
6,63,1,1,4/2/2017,Al Horford,13,NYK,BOS,0,-20,26.8,-3.2,-1.4
6,64,0,0,4/5/2017,Al Horford,9,BOS,CLE,1,-1,2.4,-1.7,0.1
6,65,0,0,4/6/2017,Al Horford,2,ATL,BOS,0,-7,12.2,-2.3,-0.7
6,66,1,1,4/8/2017,Al Horford,16,CHA,BOS,0,-16,20.7,-1.6,-0.7
6,67,1,1,4/10/2017,Al Horford,17,BOS,BRO,1,-26,40.2,-1.9,-0.6
6,68,0,0,4/12/2017,Al Horford,10,BOS,MIL,1,-9,13.4,1.6,-1.2
7,1,0,1,10/26/2016,Al Jefferson,6,IND,DAL,1,-9,11,3.4,1.3
7,2,0,0,10/28/2016,Al Jefferson,2,BRO,IND,0,-17,26.8,-1.9,0.3
7,3,0,1,10/29/2016,Al Jefferson,6,CHI,IND,0,-2,1.2,-4.3,0.2
7,4,0,0,11/1/2016,Al Jefferson,4,IND,LAL,1,-15,19.5,-1.5,1.1
7,5,0,0,11/3/2016,Al Jefferson,2,MIL,IND,0,0,0,1.6,-0.3
7,6,0,0,11/5/2016,Al Jefferson,4,IND,CHI,1,-2,1.2,-4.3,0.2
7,7,1,1,11/7/2016,Al Jefferson,12,CHA,IND,0,-7,7.3,-1.6,0.2
7,8,1,1,11/9/2016,Al Jefferson,18,IND,PHI,1,-14,17.1,-0.8,-0.1
7,9,1,1,11/11/2016,Al Jefferson,8,PHI,IND,0,-14,17.1,-0.8,-0.1
7,10,1,1,11/12/2016,Al Jefferson,10,IND,BOS,1,9,-13.4,0,0.9
7,11,0,0,11/16/2016,Al Jefferson,2,IND,CLE,1,8,-11,-1.7,1
7,12,0,1,11/18/2016,Al Jefferson,6,IND,PHX,1,-16,21.9,-3,0.1
7,13,0,0,11/20/2016,Al Jefferson,2,OKL,IND,0,3,-6.1,-4.6,0
7,14,0,0,11/21/2016,Al Jefferson,4,IND,GSW,1,12,-30.5,-2.4,-1.8
7,15,0,0,11/23/2016,Al Jefferson,2,IND,ATL,1,2,-1.2,-2.3,0.2
7,16,1,1,11/25/2016,Al Jefferson,16,IND,BRO,1,-17,26.8,-1.9,0.3
7,17,1,1,11/27/2016,Al Jefferson,16,IND,LAC,1,8,-11,-1,0.8
7,18,1,1,11/30/2016,Al Jefferson,10,POR,IND,0,-2,1.2,-1.7,0
7,19,0,0,12/4/2016,Al Jefferson,4,LAC,IND,0,8,-11,-1,0.8
7,20,0,0,12/5/2016,Al Jefferson,4,GSW,IND,0,12,-30.5,-2.4,-1.8
7,21,1,1,12/7/2016,Al Jefferson,10,PHX,IND,0,-16,21.9,-3,0.1
7,22,1,1,12/9/2016,Al Jefferson,8,DAL,IND,0,-9,11,3.4,1.3
7,23,1,1,12/10/2016,Al Jefferson,8,IND,POR,1,-2,1.2,-1.7,0
7,24,0,1,12/12/2016,Al Jefferson,6,IND,CHA,1,-7,7.3,-1.6,0.2
7,25,0,0,12/14/2016,Al Jefferson,4,MIA,IND,0,-2,1.2,-1.6,-0.7
7,26,1,1,12/15/2016,Al Jefferson,12,NOP,IND,0,-8,9.7,-1.7,-0.5
7,27,0,1,12/17/2016,Al Jefferson,6,DET,IND,0,-6,6.1,-3.7,1.2
7,28,1,1,12/19/2016,Al Jefferson,10,IND,WAS,1,4,-8.6,-0.9,0.9
7,29,1,1,12/20/2016,Al Jefferson,16,NYK,IND,0,-11,13.4,-3.2,-0.5
7,30,0,0,12/22/2016,Al Jefferson,4,IND,BOS,1,9,-13.4,0,0.9
7,31,1,1,12/26/2016,Al Jefferson,10,CHI,IND,0,-2,1.2,-4.3,0.2
7,32,0,0,12/28/2016,Al Jefferson,4,WAS,IND,0,4,-8.6,-0.9,0.9
7,33,0,0,12/30/2016,Al Jefferson,4,IND,CHI,1,-2,1.2,-4.3,0.2
7,34,1,1,1/1/2017,Al Jefferson,10,IND,ORL,1,-13,15.8,-1.2,0.2
7,35,0,0,1/3/2017,Al Jefferson,4,DET,IND,0,-6,6.1,-3.7,1.2
